altitude,deltaDistance,deltaPause,deltaTime,latitude,longitude,routenum,type,user
128,0.056,0,,44.06605,-123.112145,27,ManualPoint,Tmarie
127,0.038,0,,44.066366,-123.112317,27,ManualPoint,Tmarie
127,0.04,0,,44.066675,-123.112564,27,ManualPoint,Tmarie
128,0.033,0,,44.066875,-123.112864,27,ManualPoint,Tmarie
127,0.034,0,,44.067045,-123.11251,27,ManualPoint,Tmarie
123,0.047,0,,44.067338,-123.112091,27,ManualPoint,Tmarie
123,0.045,0,,44.067623,-123.111694,27,ManualPoint,Tmarie
123,0.037,0,,44.067831,-123.11134,27,ManualPoint,Tmarie
126,0.035,0,,44.068047,-123.111019,27,EndPoint,Tmarie
136,0,0,,44.056109,-123.094092,28,StartPoint,gypsydude
134,0.367910205,0,,44.05543,-123.089586,28,ManualPoint,gypsydude
131,0.390958247,0,,44.05543,-123.084693,28,ManualPoint,gypsydude
126,0.185632213,0,,44.057065,-123.084221,28,ManualPoint,gypsydude
135,0.124263419,0,,44.057774,-123.085423,28,ManualPoint,gypsydude
128,1.726631264,0,,44.064158,-123.105121,28,ManualPoint,gypsydude
130,0.151496245,0,,44.064035,-123.107009,28,ManualPoint,gypsydude
128,0.57441635,0,,44.066872,-123.113017,28,ManualPoint,gypsydude
124,0.303591865,0,,44.069462,-123.111816,28,ManualPoint,gypsydude
128,0.647370418,0,,44.066008,-123.105293,28,ManualPoint,gypsydude
128,0.958629119,0,,44.063171,-123.093963,28,ManualPoint,gypsydude
126,0.865114009,0,,44.059841,-123.084178,28,ManualPoint,gypsydude
132,0.308253102,0,,44.057497,-123.082118,28,ManualPoint,gypsydude
127,0.266348119,0,,44.055153,-123.081432,28,ManualPoint,gypsydude
131,0.891769783,0,,44.05503,-123.070274,28,ManualPoint,gypsydude
131,0.634167292,0,,44.051452,-123.064094,28,ManualPoint,gypsydude
130,0.890379519,0,,44.04701,-123.054824,28,ManualPoint,gypsydude
132,0.322927037,0,,44.046393,-123.050876,28,ManualPoint,gypsydude
135,0.25036986,0,,44.044172,-123.051391,28,ManualPoint,gypsydude
138,0.399541944,0,,44.045159,-123.056197,28,ManualPoint,gypsydude
130,0.847522911,0,,44.048861,-123.065467,28,ManualPoint,gypsydude
130,0.654078379,0,,44.049848,-123.073535,28,ManualPoint,gypsydude
132,0.573086996,0,,44.050835,-123.080573,28,ManualPoint,gypsydude
130,0.403477744,0,,44.052932,-123.084693,28,ManualPoint,gypsydude
133,0.380418458,0,,44.054413,-123.088985,28,ManualPoint,gypsydude
133,0.486549939,0,,44.056016,-123.09465,28,EndPoint,gypsydude
126,0,0,,44.068069,-123.111006,29,StartPoint,Tmarie
129,0.11,0,,44.067483,-123.109901,29,ManualPoint,Tmarie
125,0.106,0,,44.066974,-123.108774,29,ManualPoint,Tmarie
130,0.091,0,,44.066635,-123.107744,29,ManualPoint,Tmarie
130,0.053,0,,44.066434,-123.107143,29,ManualPoint,Tmarie
129,0.022,0,,44.066257,-123.107015,29,ManualPoint,Tmarie
129,0.016,0,,44.066165,-123.106854,29,ManualPoint,Tmarie
129,0.015,0,,44.066095,-123.106693,29,ManualPoint,Tmarie
129,0.016,0,,44.066018,-123.106521,29,ManualPoint,Tmarie
130,0.051,0,,44.065933,-123.105888,29,ManualPoint,Tmarie
128,0.104,0,,44.065502,-123.10474,29,ManualPoint,Tmarie
125,0.079,0,,44.065209,-123.103839,29,ManualPoint,Tmarie
126,0.094,0,,44.064839,-123.102777,29,ManualPoint,Tmarie
128,0.097,0,,44.064515,-123.10165,29,ManualPoint,Tmarie
128,0.042,0,,44.064361,-123.101167,29,ManualPoint,Tmarie
128,0.025,0,,44.064361,-123.100856,29,ManualPoint,Tmarie
128,0.075,0,,44.064145,-123.099966,29,ManualPoint,Tmarie
128,0.035,0,,44.064029,-123.099558,29,ManualPoint,Tmarie
126,0.034,0,,44.06386,-123.099204,29,ManualPoint,Tmarie
122,0.052,0,,44.063613,-123.098646,29,ManualPoint,Tmarie
120,0.073,0,,44.063459,-123.097756,29,ManualPoint,Tmarie
125,0.062,0,,44.06342,-123.096983,29,ManualPoint,Tmarie
125,0.048,0,,44.063351,-123.096393,29,ManualPoint,Tmarie
126,0.079,0,,44.063089,-123.09547,29,ManualPoint,Tmarie
130,0.058,0,,44.062888,-123.094795,29,ManualPoint,Tmarie
127,0.068,0,,44.062657,-123.094011,29,ManualPoint,Tmarie
128,0.065,0,,44.062464,-123.09325,29,ManualPoint,Tmarie
128,0.062,0,,44.062364,-123.092488,29,ManualPoint,Tmarie
127,0.052,0,,44.062241,-123.091866,29,ManualPoint,Tmarie
127,0.094,0,,44.06194,-123.090771,29,ManualPoint,Tmarie
128,0.097,0,,44.061616,-123.089645,29,ManualPoint,Tmarie
127,0.037,0,,44.061477,-123.089226,29,ManualPoint,Tmarie
131,0.064,0,,44.061231,-123.088497,29,ManualPoint,Tmarie
131,0.043,0,,44.061038,-123.088025,29,ManualPoint,Tmarie
129,0.056,0,,44.060691,-123.08751,29,ManualPoint,Tmarie
131,0.045,0,,44.060429,-123.087081,29,ManualPoint,Tmarie
130,0.025,0,,44.060267,-123.086855,29,ManualPoint,Tmarie
129,0.057,0,,44.060051,-123.086211,29,ManualPoint,Tmarie
127,0.087,0,,44.059588,-123.085332,29,ManualPoint,Tmarie
127,0.037,0,,44.05938,-123.084978,29,ManualPoint,Tmarie
127,0.043,0,,44.059133,-123.084559,29,ManualPoint,Tmarie
127,0.055,0,,44.058717,-123.084184,29,ManualPoint,Tmarie
127,0.035,0,,44.058494,-123.083883,29,ManualPoint,Tmarie
128,0.043,0,,44.058224,-123.083497,29,ManualPoint,Tmarie
129,0.038,0,,44.057915,-123.083304,29,ManualPoint,Tmarie
129,0.032,0,,44.057645,-123.083165,29,ManualPoint,Tmarie
129,0.02,0,,44.057723,-123.082939,29,ManualPoint,Tmarie
132,0.026,0,,44.057514,-123.082789,29,ManualPoint,Tmarie
132,0.03,0,,44.057245,-123.082746,29,ManualPoint,Tmarie
124,0.023,0,,44.057121,-123.082971,29,ManualPoint,Tmarie
126,0.074,0,,44.056836,-123.083808,29,ManualPoint,Tmarie
126,0.041,0,,44.056659,-123.084259,29,ManualPoint,Tmarie
132,0.035,0,,44.056558,-123.084677,29,ManualPoint,Tmarie
126,0.017,0,,44.056682,-123.084559,29,ManualPoint,Tmarie
126,0.017,0,,44.056813,-123.084452,29,ManualPoint,Tmarie
126,0.033,0,,44.057106,-123.084463,29,ManualPoint,Tmarie
131,0.014,0,,44.057214,-123.084366,29,ManualPoint,Tmarie
126,0.017,0,,44.057129,-123.084194,29,ManualPoint,Tmarie
126,0.025,0,,44.056905,-123.084162,29,ManualPoint,Tmarie
126,0.016,0,,44.056759,-123.084184,29,ManualPoint,Tmarie
126,0.048,0,,44.056342,-123.084323,29,ManualPoint,Tmarie
130,0.04,0,,44.055995,-123.084463,29,ManualPoint,Tmarie
129,0.071,0,,44.055355,-123.084495,29,ManualPoint,Tmarie
129,0.052,0,,44.054893,-123.084452,29,ManualPoint,Tmarie
127,0.073,0,,44.054261,-123.084227,29,ManualPoint,Tmarie
130,0.081,0,,44.053605,-123.083787,29,ManualPoint,Tmarie
129,0.064,0,,44.053081,-123.083443,29,ManualPoint,Tmarie
130,0.072,0,,44.05251,-123.083025,29,ManualPoint,Tmarie
132,0.081,0,,44.052032,-123.082253,29,ManualPoint,Tmarie
132,0.07,0,,44.051654,-123.081544,29,ManualPoint,Tmarie
130,0.04,0,,44.051462,-123.081126,29,ManualPoint,Tmarie
130,0.079,0,,44.051207,-123.080203,29,ManualPoint,Tmarie
128,0.088,0,,44.050937,-123.079173,29,ManualPoint,Tmarie
129,0.051,0,,44.050814,-123.078562,29,ManualPoint,Tmarie
129,0.026,0,,44.050868,-123.078251,29,ManualPoint,Tmarie
129,0.02,0,,44.050922,-123.078015,29,ManualPoint,Tmarie
132,0.036,0,,44.05076,-123.077628,29,ManualPoint,Tmarie
132,0.032,0,,44.050475,-123.077628,29,ManualPoint,Tmarie
131,0.02,0,,44.050397,-123.077403,29,ManualPoint,Tmarie
132,0.025,0,,44.050567,-123.077189,29,ManualPoint,Tmarie
130,0.034,0,,44.050822,-123.076963,29,ManualPoint,Tmarie
130,0.019,0,,44.050953,-123.076813,29,ManualPoint,Tmarie
130,0.058,0,,44.050929,-123.076083,29,ManualPoint,Tmarie
130,0.045,0,,44.050652,-123.075676,29,ManualPoint,Tmarie
133,0.035,0,,44.050421,-123.075375,29,ManualPoint,Tmarie
133,0.042,0,,44.050328,-123.07486,29,ManualPoint,Tmarie
132,0.031,0,,44.050274,-123.074485,29,ManualPoint,Tmarie
132,0.027,0,,44.050158,-123.074184,29,ManualPoint,Tmarie
132,0.045,0,,44.049835,-123.073852,29,ManualPoint,Tmarie
130,0.025,0,,44.049703,-123.073594,29,ManualPoint,Tmarie
130,0.027,0,,44.049626,-123.073273,29,ManualPoint,Tmarie
131,0.043,0,,44.04958,-123.072736,29,ManualPoint,Tmarie
129,0.052,0,,44.049626,-123.072092,29,ManualPoint,Tmarie
127,0.032,0,,44.049804,-123.07177,29,ManualPoint,Tmarie
127,0.036,0,,44.049935,-123.071363,29,ManualPoint,Tmarie
127,0.016,0,,44.050066,-123.071449,29,ManualPoint,Tmarie
127,0.015,0,,44.05005,-123.071631,29,ManualPoint,Tmarie
127,0.02,0,,44.050151,-123.071835,29,ManualPoint,Tmarie
127,0.015,0,,44.050274,-123.07191,29,ManualPoint,Tmarie
127,0.044,0,,44.050652,-123.071749,29,ManualPoint,Tmarie
130,0.095,0,,44.051469,-123.071384,29,ManualPoint,Tmarie
134,0.113,0,,44.052425,-123.070912,29,ManualPoint,Tmarie
134,0.036,0,,44.052742,-123.070794,29,ManualPoint,Tmarie
134,0.012,0,,44.052819,-123.070687,29,ManualPoint,Tmarie
134,0.007,0,,44.052803,-123.070601,29,ManualPoint,Tmarie
134,0.021,0,,44.052626,-123.070526,29,ManualPoint,Tmarie
134,0.015,0,,44.052526,-123.070408,29,ManualPoint,Tmarie
134,0.015,0,,44.052572,-123.070226,29,ManualPoint,Tmarie
134,0.017,0,,44.05258,-123.070011,29,ManualPoint,Tmarie
134,0.019,0,,44.052464,-123.069829,29,ManualPoint,Tmarie
134,0.016,0,,44.05241,-123.069646,29,ManualPoint,Tmarie
134,0.017,0,,44.052341,-123.069453,29,ManualPoint,Tmarie
134,0.024,0,,44.052194,-123.069228,29,ManualPoint,Tmarie
134,0.022,0,,44.052163,-123.06896,29,ManualPoint,Tmarie
134,0.028,0,,44.05204,-123.068648,29,ManualPoint,Tmarie
134,0.034,0,,44.051878,-123.068284,29,ManualPoint,Tmarie
134,0.024,0,,44.051809,-123.068005,29,ManualPoint,Tmarie
133,0.023,0,,44.051839,-123.067715,29,ManualPoint,Tmarie
133,0.057,0,,44.051631,-123.067061,29,ManualPoint,Tmarie
133,0.105,0,,44.051153,-123.065934,29,ManualPoint,Tmarie
134,0.101,0,,44.050714,-123.064829,29,ManualPoint,Tmarie
133,0.051,0,,44.050482,-123.064282,29,ManualPoint,Tmarie
133,0.015,0,,44.050444,-123.064099,29,ManualPoint,Tmarie
133,0.022,0,,44.050459,-123.064378,29,ManualPoint,Tmarie
134,0.057,0,,44.050737,-123.064979,29,ManualPoint,Tmarie
133,0.111,0,,44.051215,-123.066191,29,ManualPoint,Tmarie
133,0.076,0,,44.051562,-123.067018,29,ManualPoint,Tmarie
133,0.056,0,,44.051762,-123.067661,29,ManualPoint,Tmarie
134,0.018,0,,44.051778,-123.067887,29,ManualPoint,Tmarie
134,0.028,0,,44.051816,-123.06823,29,ManualPoint,Tmarie
134,0.036,0,,44.051978,-123.068616,29,ManualPoint,Tmarie
134,0.03,0,,44.052102,-123.068949,29,ManualPoint,Tmarie
134,0.02,0,,44.05214,-123.069196,29,ManualPoint,Tmarie
134,0.024,0,,44.052271,-123.069432,29,ManualPoint,Tmarie
134,0.033,0,,44.05241,-123.069796,29,ManualPoint,Tmarie
134,0.024,0,,44.052526,-123.070054,29,ManualPoint,Tmarie
134,0.007,0,,44.052526,-123.07014,29,ManualPoint,Tmarie
134,0.02,0,,44.052472,-123.070376,29,ManualPoint,Tmarie
134,0.018,0,,44.052549,-123.070569,29,ManualPoint,Tmarie
134,0.015,0,,44.052503,-123.070741,29,ManualPoint,Tmarie
134,0.013,0,,44.052402,-123.070816,29,ManualPoint,Tmarie
134,0.026,0,,44.052456,-123.071137,29,ManualPoint,Tmarie
134,0.034,0,,44.052572,-123.071534,29,ManualPoint,Tmarie
134,0.029,0,,44.052703,-123.071846,29,ManualPoint,Tmarie
131,0.02,0,,44.052842,-123.072007,29,ManualPoint,Tmarie
131,0.017,0,,44.052896,-123.0722,29,ManualPoint,Tmarie
131,0.015,0,,44.052888,-123.072393,29,ManualPoint,Tmarie
131,0.024,0,,44.052772,-123.07264,29,ManualPoint,Tmarie
127,0.021,0,,44.052865,-123.072876,29,ManualPoint,Tmarie
127,0.02,0,,44.052826,-123.073122,29,ManualPoint,Tmarie
127,0.046,0,,44.052803,-123.073691,29,ManualPoint,Tmarie
127,0.06,0,,44.052826,-123.074442,29,ManualPoint,Tmarie
128,0.027,0,,44.052811,-123.074775,29,ManualPoint,Tmarie
128,0.024,0,,44.052796,-123.075075,29,ManualPoint,Tmarie
128,0.022,0,,44.052765,-123.075343,29,ManualPoint,Tmarie
126,0.019,0,,44.05268,-123.075547,29,ManualPoint,Tmarie
126,0.02,0,,44.052641,-123.075794,29,ManualPoint,Tmarie
126,0.019,0,,44.052603,-123.076019,29,ManualPoint,Tmarie
124,0.026,0,,44.052533,-123.07633,29,ManualPoint,Tmarie
124,0.024,0,,44.052533,-123.076631,29,ManualPoint,Tmarie
124,0.027,0,,44.052441,-123.076942,29,ManualPoint,Tmarie
126,0.02,0,,44.052456,-123.077189,29,ManualPoint,Tmarie
126,0.026,0,,44.052557,-123.077489,29,ManualPoint,Tmarie
126,0.026,0,,44.052734,-123.077693,29,ManualPoint,Tmarie
127,0.02,0,,44.05285,-123.077886,29,ManualPoint,Tmarie
127,0.019,0,,44.052865,-123.078122,29,ManualPoint,Tmarie
127,0.042,0,,44.053065,-123.078562,29,ManualPoint,Tmarie
128,0.055,0,,44.053351,-123.07913,29,ManualPoint,Tmarie
133,0.054,0,,44.053543,-123.079753,29,ManualPoint,Tmarie
133,0.029,0,,44.053621,-123.080096,29,ManualPoint,Tmarie
130,0.039,0,,44.053651,-123.080579,29,ManualPoint,Tmarie
130,0.043,0,,44.053713,-123.081115,29,ManualPoint,Tmarie
128,0.045,0,,44.053906,-123.081609,29,ManualPoint,Tmarie
127,0.042,0,,44.054114,-123.082049,29,ManualPoint,Tmarie
127,0.053,0,,44.054484,-123.082467,29,ManualPoint,Tmarie
128,0.054,0,,44.054908,-123.0828,29,ManualPoint,Tmarie
128,0.059,0,,44.055425,-123.082961,29,ManualPoint,Tmarie
127,0.081,0,,44.056157,-123.082993,29,ManualPoint,Tmarie
124,0.047,0,,44.056581,-123.083036,29,ManualPoint,Tmarie
124,0.024,0,,44.05679,-123.082971,29,ManualPoint,Tmarie
124,0.013,0,,44.056813,-123.08281,29,ManualPoint,Tmarie
127,0.019,0,,44.056975,-123.082757,29,ManualPoint,Tmarie
124,0.015,0,,44.05709,-123.082853,29,ManualPoint,Tmarie
129,0.024,0,,44.057275,-123.083014,29,ManualPoint,Tmarie
129,0.034,0,,44.057568,-123.083122,29,ManualPoint,Tmarie
129,0.03,0,,44.057707,-123.0828,29,ManualPoint,Tmarie
132,0.031,0,,44.057437,-123.082703,29,ManualPoint,Tmarie
132,0.019,0,,44.057268,-123.08265,29,ManualPoint,Tmarie
124,0.046,0,,44.057013,-123.083111,29,ManualPoint,Tmarie
126,0.051,0,,44.056813,-123.08369,29,ManualPoint,Tmarie
126,0.041,0,,44.056659,-123.084152,29,ManualPoint,Tmarie
126,0.029,0,,44.056558,-123.084484,29,ManualPoint,Tmarie
132,0.023,0,,44.056543,-123.084774,29,ManualPoint,Tmarie
126,0.031,0,,44.056759,-123.084538,29,ManualPoint,Tmarie
126,0.028,0,,44.056982,-123.084388,29,ManualPoint,Tmarie
135,0.042,0,,44.057329,-123.084602,29,ManualPoint,Tmarie
135,0.015,0,,44.057414,-123.084742,29,ManualPoint,Tmarie
135,0.029,0,,44.057607,-123.084978,29,ManualPoint,Tmarie
135,0.022,0,,44.057738,-123.085182,29,ManualPoint,Tmarie
135,0.018,0,,44.057838,-123.085364,29,ManualPoint,Tmarie
135,0.031,0,,44.057892,-123.085739,29,ManualPoint,Tmarie
135,0.023,0,,44.057969,-123.086008,29,ManualPoint,Tmarie
138,0.035,0,,44.058185,-123.08633,29,ManualPoint,Tmarie
138,0.025,0,,44.058293,-123.086598,29,ManualPoint,Tmarie
138,0.037,0,,44.058586,-123.086823,29,ManualPoint,Tmarie
138,0.024,0,,44.058748,-123.087016,29,ManualPoint,Tmarie
133,0.034,0,,44.058841,-123.087424,29,ManualPoint,Tmarie
136,0.045,0,,44.059026,-123.087928,29,ManualPoint,Tmarie
136,0.05,0,,44.059195,-123.088507,29,ManualPoint,Tmarie
140,0.035,0,,44.059311,-123.088915,29,ManualPoint,Tmarie
140,0.034,0,,44.059488,-123.089258,29,ManualPoint,Tmarie
154,0.02,0,,44.059473,-123.089505,29,ManualPoint,Tmarie
154,0.022,0,,44.059372,-123.089741,29,ManualPoint,Tmarie
154,0.023,0,,44.059396,-123.090031,29,ManualPoint,Tmarie
154,0.025,0,,44.059542,-123.090267,29,ManualPoint,Tmarie
139,0.023,0,,44.059712,-123.090439,29,ManualPoint,Tmarie
139,0.019,0,,44.059866,-123.090535,29,ManualPoint,Tmarie
139,0.048,0,,44.060012,-123.091104,29,ManualPoint,Tmarie
145,0.067,0,,44.060305,-123.091833,29,ManualPoint,Tmarie
134,0.045,0,,44.060506,-123.092316,29,ManualPoint,Tmarie
134,0.034,0,,44.060668,-123.092681,29,ManualPoint,Tmarie
134,0.026,0,,44.060722,-123.093003,29,ManualPoint,Tmarie
134,0.028,0,,44.060814,-123.093325,29,ManualPoint,Tmarie
137,0.031,0,,44.060807,-123.093711,29,ManualPoint,Tmarie
137,0.036,0,,44.060822,-123.094162,29,ManualPoint,Tmarie
137,0.022,0,,44.06093,-123.094398,29,ManualPoint,Tmarie
136,0.022,0,,44.061015,-123.094644,29,ManualPoint,Tmarie
136,0.024,0,,44.061146,-123.09488,29,ManualPoint,Tmarie
131,0.033,0,,44.061308,-123.095224,29,ManualPoint,Tmarie
134,0.039,0,,44.061439,-123.095674,29,ManualPoint,Tmarie
134,0.024,0,,44.061539,-123.095943,29,ManualPoint,Tmarie
129,0.028,0,,44.061685,-123.096222,29,ManualPoint,Tmarie
129,0.026,0,,44.06177,-123.096522,29,ManualPoint,Tmarie
129,0.026,0,,44.061894,-123.096801,29,ManualPoint,Tmarie
128,0.032,0,,44.061955,-123.097198,29,ManualPoint,Tmarie
128,0.048,0,,44.062079,-123.097777,29,ManualPoint,Tmarie
126,0.037,0,,44.062241,-123.098185,29,ManualPoint,Tmarie
128,0.048,0,,44.06248,-123.098689,29,ManualPoint,Tmarie
128,0.044,0,,44.062634,-123.099193,29,ManualPoint,Tmarie
128,0.019,0,,44.062634,-123.099429,29,ManualPoint,Tmarie
128,0.041,0,,44.06278,-123.099901,29,ManualPoint,Tmarie
128,0.028,0,,44.06288,-123.100223,29,ManualPoint,Tmarie
129,0.031,0,,44.063042,-123.100545,29,ManualPoint,Tmarie
129,0.017,0,,44.063143,-123.100706,29,ManualPoint,Tmarie
129,0.02,0,,44.063212,-123.100942,29,ManualPoint,Tmarie
131,0.036,0,,44.063351,-123.10135,29,ManualPoint,Tmarie
131,0.024,0,,44.063382,-123.10165,29,ManualPoint,Tmarie
130,0.034,0,,44.063412,-123.102079,29,ManualPoint,Tmarie
130,0.032,0,,44.063513,-123.102455,29,ManualPoint,Tmarie
130,0.033,0,,44.063644,-123.10283,29,ManualPoint,Tmarie
127,0.041,0,,44.063806,-123.103292,29,ManualPoint,Tmarie
127,0.029,0,,44.063844,-123.103646,29,ManualPoint,Tmarie
127,0.02,0,,44.063929,-123.10386,29,ManualPoint,Tmarie
127,0.019,0,,44.064021,-123.104064,29,ManualPoint,Tmarie
127,0.022,0,,44.064075,-123.104333,29,ManualPoint,Tmarie
127,0.019,0,,44.064091,-123.104569,29,ManualPoint,Tmarie
128,0.023,0,,44.064176,-123.104837,29,ManualPoint,Tmarie
128,0.025,0,,44.064206,-123.105148,29,ManualPoint,Tmarie
129,0.039,0,,44.064137,-123.105631,29,ManualPoint,Tmarie
129,0.044,0,,44.064068,-123.106167,29,ManualPoint,Tmarie
130,0.037,0,,44.064075,-123.106628,29,ManualPoint,Tmarie
129,0.053,0,,44.064045,-123.107294,29,ManualPoint,Tmarie
127,0.055,0,,44.064021,-123.10798,29,ManualPoint,Tmarie
127,0.054,0,,44.064145,-123.108635,29,ManualPoint,Tmarie
129,0.04,0,,44.064253,-123.109118,29,ManualPoint,Tmarie
129,0.027,0,,44.064191,-123.10945,29,ManualPoint,Tmarie
129,0.03,0,,44.064075,-123.109793,29,ManualPoint,Tmarie
129,0.038,0,,44.064037,-123.110266,29,EndPoint,Tmarie
132,0,0,,44.048254,-123.098794,30,StartPoint,Amondstien
128,0.611,0,,44.048266,-123.106444,30,ManualPoint,Amondstien
129,0.183,0,,44.046623,-123.106417,30,ManualPoint,Amondstien
133,0.485,0,,44.046631,-123.100344,30,ManualPoint,Amondstien
133,0.621,0,,44.04667,-123.09257,30,ManualPoint,Amondstien
133,0,0,,44.04667,-123.09257,30,TripPoint,Amondstien
133,0.113,0,,44.04664,-123.09116,30,TripPoint,Amondstien
133,0,0,,44.04664,-123.09116,30,TripPoint,Amondstien
133,0.12,0,,44.0466,-123.08966,30,TripPoint,Amondstien
138,0.601,0,,44.04658,-123.08214,30,ManualPoint,Amondstien
138,0,0,,44.04658,-123.08214,30,TripPoint,Amondstien
138,0.003,0,,44.04658,-123.0821,30,TripPoint,Amondstien
138,0,0,,44.04658,-123.0821,30,TripPoint,Amondstien
135,0.117,0,,44.04553,-123.08211,30,TripPoint,Amondstien
135,0,0,,44.04553,-123.08211,30,TripPoint,Amondstien
141,0.703,0,,44.04549,-123.07332,30,TripPoint,Amondstien
141,0,0,,44.04549,-123.07332,30,TripPoint,Amondstien
141,0.005,0,,44.04553,-123.07331,30,ManualPoint,Amondstien
141,0,0,,44.04553,-123.07331,30,TripPoint,Amondstien
141,0.033,0,,44.04583,-123.07328,30,TripPoint,Amondstien
141,0.012,0,,44.04594,-123.07331,30,TripPoint,Amondstien
141,0.021,0,,44.04612,-123.07323,30,TripPoint,Amondstien
142,0.016,0,,44.04626,-123.07328,30,TripPoint,Amondstien
142,0.02,0,,44.04644,-123.07324,30,TripPoint,Amondstien
142,0.046,0,,44.04685,-123.07335,30,TripPoint,Amondstien
142,0.009,0,,44.04692,-123.0733,30,TripPoint,Amondstien
142,0.013,0,,44.04696,-123.07315,30,TripPoint,Amondstien
142,0.018,0,,44.04712,-123.0731,30,TripPoint,Amondstien
142,0,0,,44.04712,-123.0731,30,TripPoint,Amondstien
135,0.027,0,,44.04735,-123.07301,30,TripPoint,Amondstien
134,0.029,0,,44.04743,-123.07266,30,TripPoint,Amondstien
134,0.007,0,,44.04749,-123.07262,30,TripPoint,Amondstien
132,0.111,0,,44.04849,-123.0726,30,TripPoint,Amondstien
132,0,0,,44.04849,-123.0726,30,TripPoint,Amondstien
134,0.096,0,,44.04852,-123.0714,30,TripPoint,Amondstien
134,0,0,,44.04852,-123.0714,30,TripPoint,Amondstien
131,0.056,0,,44.04902,-123.07139,30,ManualPoint,Amondstien
131,0,0,,44.04902,-123.07139,30,TripPoint,Amondstien
127,0.068,0,,44.04963,-123.07131,30,TripPoint,Amondstien
127,0.029,0,,44.04989,-123.07132,30,TripPoint,Amondstien
127,0.021,0,,44.05007,-123.0714,30,TripPoint,Amondstien
127,0,0,,44.05007,-123.0714,30,TripPoint,Amondstien
127,0.019,0,,44.05006,-123.07164,30,TripPoint,Amondstien
127,0.016,0,,44.05014,-123.07181,30,TripPoint,Amondstien
127,0.026,0,,44.05037,-123.07188,30,TripPoint,Amondstien
132,0.188,0,,44.05197,-123.07113,30,ManualPoint,Amondstien
132,0,0,,44.05197,-123.07113,30,TripPoint,Amondstien
134,0.053,0,,44.05242,-123.07092,30,ManualPoint,Amondstien
134,0.001,0,,44.05242,-123.07093,30,TripPoint,Amondstien
134,0.039,0,,44.05275,-123.07078,30,TripPoint,Amondstien
134,0.009,0,,44.05281,-123.0707,30,TripPoint,Amondstien
134,0.006,0,,44.0528,-123.07063,30,ManualPoint,Amondstien
134,0,0,,44.0528,-123.07063,30,TripPoint,Amondstien
134,0.003,0,,44.05279,-123.0706,30,TripPoint,Amondstien
134,0,0,,44.05279,-123.0706,30,TripPoint,Amondstien
134,0.028,0,,44.05256,-123.07046,30,TripPoint,Amondstien
134,0.032,0,,44.05258,-123.07006,30,ManualPoint,Amondstien
134,0,0,,44.05258,-123.07006,30,TripPoint,Amondstien
134,0.061,0,,44.0523,-123.0694,30,TripPoint,Amondstien
134,0.019,0,,44.05218,-123.06923,30,TripPoint,Amondstien
134,0.023,0,,44.05215,-123.06895,30,TripPoint,Amondstien
134,0.07,0,,44.05185,-123.06818,30,TripPoint,Amondstien
134,0.019,0,,44.05182,-123.06794,30,TripPoint,Amondstien
133,0.017,0,,44.05186,-123.06774,30,TripPoint,Amondstien
133,0.065,0,,44.05161,-123.067,30,TripPoint,Amondstien
133,0.249,0,,44.0505,-123.06429,30,TripPoint,Amondstien
130,0.078,0,,44.0503,-123.06336,30,TripPoint,Amondstien
128,0.047,0,,44.05027,-123.06277,30,TripPoint,Amondstien
128,0.031,0,,44.05031,-123.06238,30,ManualPoint,Amondstien
128,0,0,,44.05031,-123.06238,30,TripPoint,Amondstien
128,0.017,0,,44.05041,-123.06222,30,ManualPoint,Amondstien
130,0.07,0,,44.050106,-123.061449,30,ManualPoint,Amondstien
131,0.04,0,,44.049883,-123.06106,30,ManualPoint,Amondstien
130,0.051,0,,44.049505,-123.060698,30,ManualPoint,Amondstien
130,0.05,0,,44.049108,-123.060398,30,ManualPoint,Amondstien
129,0.075,0,,44.048757,-123.059601,30,ManualPoint,Amondstien
131,0.161,0,,44.048005,-123.057874,30,ManualPoint,Amondstien
131,0.127,0,,44.047411,-123.056517,30,ManualPoint,Amondstien
130,0.158,0,,44.046721,-123.054784,30,ManualPoint,Amondstien
130,0.055,0,,44.046505,-123.054159,30,ManualPoint,Amondstien
130,0.05,0,,44.046355,-123.053566,30,ManualPoint,Amondstien
128,0.07,0,,44.046208,-123.052708,30,ManualPoint,Amondstien
128,0.059,0,,44.04615,-123.051973,30,ManualPoint,Amondstien
128,0.001,0,,44.04615,-123.05198,30,TripPoint,Amondstien
129,0.01,0,,44.04624,-123.05195,30,TripPoint,Amondstien
130,0.03,0,,44.04639,-123.05164,30,TripPoint,Amondstien
130,0.059,0,,44.0468,-123.05118,30,TripPoint,Amondstien
137,0.062,0,,44.04732,-123.05089,30,TripPoint,Amondstien
137,0.047,0,,44.04774,-123.05085,30,ManualPoint,Amondstien
137,0,0,,44.04774,-123.05085,30,TripPoint,Amondstien
134,0.068,0,,44.04835,-123.05086,30,ManualPoint,Amondstien
133,0.026,0,,44.048414,-123.051174,30,ManualPoint,Amondstien
133,0.001,0,,44.04842,-123.05117,30,TripPoint,Amondstien
133,0.044,0,,44.04857,-123.05168,30,TripPoint,Amondstien
133,0.032,0,,44.04877,-123.05196,30,TripPoint,Amondstien
128,0.168,0,,44.0502,-123.05263,30,ManualPoint,Amondstien
129,0.029,0,,44.050449,-123.052756,30,ManualPoint,Amondstien
