artist,album,album_id,year,tracknum,title,length
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,1,Speed of Life,167333
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,2,Breaking Glass,113000
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,3,What in the World,143333
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,4,Sound and Vision,183666
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,5,Always Crashing in the Same Car,213333
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,6,Be My Wife,176666
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,7,A New Career in a New Town,175333
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,8,Warszawa,383826
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,9,Art Decade,227506
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,10,Weeping Wall,208666
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,11,Subterraneans,342000
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,12,Some Are,196000
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,13,All Saints,218000
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,14,Sound + Vision (David Richards remix 1991),280893
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,1,Liza Jane,138000
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,2,Louie Louie Go Home,132733
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,3,I Pity the Fool,129173
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,4,Take My Tip,135800
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,5,Thats Where My Heart Is,148360
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,6,I Want My Baby Back,159733
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,7,Bars of the County Jail,127000
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,8,Youve Got a Habit of Leaving,151666
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,9,Baby Loves That Way,182773
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,10,Ill Follow You,122360
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,11,Glad Ive Got Nobody,151506
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,12,Cant Help Thinking About Me,167200
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,13,And I Say to Myself,149266
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,14,Do Anything You Say,151933
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,15,Good Morning Girl,134333
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,16,I Dig Everything,164600
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,17,Im Not Losing Sleep,172333
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,1,Changes,217640
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,2,Oh! You Pretty Things,192226
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,3,Eight Line Poem,175773
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,4,Life on Mars?,234000
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,5,Kooks,173493
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,6,Quicksand,308506
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,7,Fill Your Heart,187133
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,8,Andy Warhol,236866
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,9,Song for Bob Dylan,252293
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,10,Queen Bitch,198706
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,11,The Bewlay Brothers,327000
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,12,Bombers,161000
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,13,The Supermen (alternate version),163000
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,14,Quicksand (demo version),286000
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,15,The Bewlay Brothers (alternate mix),320426
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,1,Young Americans,314000
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,2,Win,288666
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,3,Fascination,351333
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,4,Right,261000
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,5,Somebody Up There Likes Me,394493
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,6,Across the Universe,272840
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,7,Can You Hear Me,308600
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,8,Fame,260066
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,9,Who Can I Be Now?,279000
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,10,Its Gonna Be Me,390000
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,11,"John, Im Only Dancing Again",417800
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,1,DayIn DayOut,334733
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,2,Time Will Crawl,258200
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,3,Beat of Your Drum,303666
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,4,Never Let Me Down,244360
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,5,Zeroes,345240
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,6,Glass Spider,331026
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,7,Shining Star (Makin My Love),304440
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,8,New Yorks in Love,271960
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,9,87 and Cry,258306
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,10,Bang Bang,271866
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,11,Julie,222266
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,12,Girls,335066
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,13,When the Wind Blows,213000
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,1,Five Years,282400
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,2,Soul Love,213000
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,3,Moonage Daydream,277333
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,4,Starman,256466
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,5,It Aint Easy,177000
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,6,Lady Stardust,201106
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,7,Star,167160
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,8,Hang On to Yourself,158000
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,9,Ziggy Stardust,193266
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,10,Suffragette City,205466
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,11,Rock n Roll Suicide,177000
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,12,"John, Im Only Dancing",163000
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,13,Velvet Goldmine,189000
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,14,Sweet Head,254000
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,15,Ziggy Stardust (demo),155000
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,16,Lady Stardust (demo),215000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,1,Leon Takes Us Outside,85000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,2,Outside,245000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,3,The Hearts Filthy Lesson,298000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,4,A Small Plot of Land,395000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,5,Segue: Baby Grace (A Horrid Cassette),100000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,6,Hallo Spaceboy,315000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,7,The Motel,411000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,8,I Have Not Been to Oxford Town,229000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,9,No Control,273000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,10,Segue: Algeria Touchshriek,124000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,11,The Voyeur of Utter Destruction (As Beauty),261000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,12,Segue: Ramona A. Stone / I Am With Name,241000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,13,Wishful Beginnings,309000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,14,We Prick You,276000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,15,Segue: Nathan Adler,61000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,16,Im Deranged,271000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,17,Thru These Architects Eyes,262000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,18,Segue: Nathan Adler,29000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,19,Strangers When We Meet,307000
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,1,Leon Takes Us Outside,85600
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,2,Outside,244933
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,3,The Hearts Filthy Lesson,297533
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,4,A Small Plot of Land,394866
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,5,Segue: Baby Grace (A Horrid Cassette),99893
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,6,Hallo Spaceboy,314466
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,7,The Motel,410906
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,8,I Have Not Been to Oxford Town,229426
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,9,No Control,272933
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,10,Segue: Algeria Touchshriek,123840
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,11,The Voyeur of Utter Destruction (As Beauty),261093
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,12,Segue: Ramona A. Stone / I Am With Name,241373
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,13,We Prick You,275466
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,14,Segue: Nathan Adler,60760
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,15,Im Deranged,271133
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,16,Thru These Architects Eyes,262173
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,17,Segue: Nathan Adler,28466
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,18,Strangers When We Meet,307626
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,19,Hallo Spaceboy (Pet Shop Boys remix),264507
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,1,1984,201173
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,2,Rebel Rebel,161266
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,3,Moonage Daydream,315800
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,4,Sweet Thing / Candidate / Sweet Thing (reprise),518266
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,5,Changes,200626
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,6,Suffragette City,224573
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,7,Aladdin Sane,297893
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,8,All the Young Dudes,257906
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,9,Cracked Actor,204733
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,10,Rock n Roll With Me,255293
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,11,Watch That Man,307906
David Bowie,Aladdin Sane,18dee048-e34f-379f-9b90-074c8237232b,1990,1,Watch That Man,270133
David Bowie,Aladdin Sane,18dee048-e34f-379f-9b90-074c8237232b,1990,2,Aladdin Sane (19131938197?),307800
David Bowie,Aladdin Sane,18dee048-e34f-379f-9b90-074c8237232b,1990,3,DriveIn Saturday,276200
David Bowie,Aladdin Sane,18dee048-e34f-379f-9b90-074c8237232b,1990,4,Panic in Detroit,267626
David Bowie,Aladdin Sane,18dee048-e34f-379f-9b90-074c8237232b,1990,5,Cracked Actor,181800
David Bowie,Aladdin Sane,18dee048-e34f-379f-9b90-074c8237232b,1990,6,Time,314706
David Bowie,Aladdin Sane,18dee048-e34f-379f-9b90-074c8237232b,1990,7,The Prettiest Star,211026
David Bowie,Aladdin Sane,18dee048-e34f-379f-9b90-074c8237232b,1990,8,Lets Spend the Night Together,190240
David Bowie,Aladdin Sane,18dee048-e34f-379f-9b90-074c8237232b,1990,9,The Jean Genie,246760
David Bowie,Aladdin Sane,18dee048-e34f-379f-9b90-074c8237232b,1990,10,Lady Grinning Soul,232400
David Bowie,Black Tie White Noise,1d3db8af-b21a-497a-9feb-53417dcb6e7b,1993,1,The Wedding,304200
David Bowie,Black Tie White Noise,1d3db8af-b21a-497a-9feb-53417dcb6e7b,1993,2,Youve Been Around,283866
David Bowie,Black Tie White Noise,1d3db8af-b21a-497a-9feb-53417dcb6e7b,1993,3,I Feel Free,292240
David Bowie,Black Tie White Noise,1d3db8af-b21a-497a-9feb-53417dcb6e7b,1993,4,Black Tie White Noise,293733
David Bowie,Black Tie White Noise,1d3db8af-b21a-497a-9feb-53417dcb6e7b,1993,5,Jump They Say,263266
David Bowie,Black Tie White Noise,1d3db8af-b21a-497a-9feb-53417dcb6e7b,1993,6,Nite Flights,275066
David Bowie,Black Tie White Noise,1d3db8af-b21a-497a-9feb-53417dcb6e7b,1993,7,Pallas Athena,279933
David Bowie,Black Tie White Noise,1d3db8af-b21a-497a-9feb-53417dcb6e7b,1993,8,Miracle Goodnight,252466
David Bowie,Black Tie White Noise,1d3db8af-b21a-497a-9feb-53417dcb6e7b,1993,9,Dont Let Me Down & Down,293200
David Bowie,Black Tie White Noise,1d3db8af-b21a-497a-9feb-53417dcb6e7b,1993,10,Looking for Lester,337093
David Bowie,Black Tie White Noise,1d3db8af-b21a-497a-9feb-53417dcb6e7b,1993,11,I Know Its Gonna Happen Someday,246866
David Bowie,Black Tie White Noise,1d3db8af-b21a-497a-9feb-53417dcb6e7b,1993,12,The Wedding Song,276466
David Bowie,Black Tie White Noise,1d3db8af-b21a-497a-9feb-53417dcb6e7b,1993,13,Jump They Say (alternate mix),245466
David Bowie,Black Tie White Noise,1d3db8af-b21a-497a-9feb-53417dcb6e7b,1993,14,Pallas Athena (remix),338906
David Bowie,Black Tie White Noise,1d3db8af-b21a-497a-9feb-53417dcb6e7b,1993,15,Lucy Cant Dance,348026
David Bowie,Vampires of Human Flesh,1f52cb68-5351-457c-beff-7ff81793b8e7,1994,1,Scream Like a Baby,198400
David Bowie,Vampires of Human Flesh,1f52cb68-5351-457c-beff-7ff81793b8e7,1994,2,Because Youre Young,291866
David Bowie,Vampires of Human Flesh,1f52cb68-5351-457c-beff-7ff81793b8e7,1994,3,Kingdom Come,238173
David Bowie,Vampires of Human Flesh,1f52cb68-5351-457c-beff-7ff81793b8e7,1994,4,Up the Hill Backwards,200666
David Bowie,Vampires of Human Flesh,1f52cb68-5351-457c-beff-7ff81793b8e7,1994,5,Its No Game,232560
David Bowie,Vampires of Human Flesh,1f52cb68-5351-457c-beff-7ff81793b8e7,1994,6,Is There Life After Marriage?,275546
David Bowie,Vampires of Human Flesh,1f52cb68-5351-457c-beff-7ff81793b8e7,1994,7,Up the Hill Backwards,195120
David Bowie,Vampires of Human Flesh,1f52cb68-5351-457c-beff-7ff81793b8e7,1994,8,Teenage Wildlife,425920
David Bowie,Vampires of Human Flesh,1f52cb68-5351-457c-beff-7ff81793b8e7,1994,9,Kingdom Come,235813
David Bowie,Vampires of Human Flesh,1f52cb68-5351-457c-beff-7ff81793b8e7,1994,10,Scary Monsters (and Super Creeps),308934
David Bowie,Live. Inside,21e1be05-da3b-4c7d-9d0c-d0c7ff77f943,1996,1,Outside,269920
David Bowie,Live. Inside,21e1be05-da3b-4c7d-9d0c-d0c7ff77f943,1996,2,Scary Monsters (and Super Creeps),336746
David Bowie,Live. Inside,21e1be05-da3b-4c7d-9d0c-d0c7ff77f943,1996,3,Reptile,364333
David Bowie,Live. Inside,21e1be05-da3b-4c7d-9d0c-d0c7ff77f943,1996,4,Hallo Spaceboy,310226
David Bowie,Live. Inside,21e1be05-da3b-4c7d-9d0c-d0c7ff77f943,1996,5,Hurt,369373
David Bowie,Live. Inside,21e1be05-da3b-4c7d-9d0c-d0c7ff77f943,1996,6,Look Back in Anger,303293
David Bowie,Live. Inside,21e1be05-da3b-4c7d-9d0c-d0c7ff77f943,1996,7,Im Deranged,344933
David Bowie,Live. Inside,21e1be05-da3b-4c7d-9d0c-d0c7ff77f943,1996,8,The Hearts Filthy Lesson,308866
David Bowie,Live. Inside,21e1be05-da3b-4c7d-9d0c-d0c7ff77f943,1996,9,The Voyeur of Utter Destruction,324333
David Bowie,Live. Inside,21e1be05-da3b-4c7d-9d0c-d0c7ff77f943,1996,10,I Have Not Been to Oxford Town,258974
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,1,Peter and the Wolf: Introduction,167000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,2,Peter and the Wolf: The Story Begins,57000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,3,Peter and the Wolf: The Bird,93000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,4,"Peter and the Wolf: The Duck, Dialogue With the Bird, Attack of the Cat",253000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,5,Peter and the Wolf: Grandfather,134000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,6,Peter and the Wolf: The Wolf,121000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,7,Peter and the Wolf: The Duck Is Caught,53000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,8,Peter and the Wolf: The Wolf Stalks the Bird and the Cat,102000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,9,Peter and the Wolf: Peter Prepares to Catch the Wolf,66000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,10,Peter and the Wolf: The Bird Diverts the Wolf,91000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,11,Peter and the Wolf: Peter Catches the Wolf,109000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,12,Peter and the Wolf: The Hunters Arrive,78000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,13,Peter and the Wolf: The Procession to the Zoo,296000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,14,Young Person's Guide to the Orchestra: Theme: Full Orchestra,29000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,15,Young Person's Guide to the Orchestra: Theme: Woodwinds,22000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,16,Young Person's Guide to the Orchestra: Theme: Brass,18000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,17,Young Person's Guide to the Orchestra: Theme: Strings,17000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,18,Young Person's Guide to the Orchestra: Theme: Percussion,14000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,19,Young Person's Guide to the Orchestra: Theme: Full Orchestra,18000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,20,"Young Person's Guide to the Orchestra: Variation I: Flute, Piccolo [Presto]",34000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,21,Young Person's Guide to the Orchestra: Variation II: Oboes [Lento],59000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,22,Young Person's Guide to the Orchestra: Variation III: Clarinets [Moderato],37000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,23,Young Person's Guide to the Orchestra: Variation IV: Bassoons [Allegroalla Marcia],56000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,24,Young Person's Guide to the Orchestra: Variation V: Violins [Brilliantealla polacca],43000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,25,Young Person's Guide to the Orchestra: Variation VI: Violas [Meno Mosso],67000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,26,Young Person's Guide to the Orchestra: Variation VII: Cellos,73000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,27,"Young Person's Guide to the Orchestra: Variation VIII: Doublebasses [Comminciando Lento, Ma Poco Accel.]",63000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,28,Young Person's Guide to the Orchestra: Variation IX: Harp [Maestoso],44000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,29,Young Person's Guide to the Orchestra: Variation X: French Horns [Il Stresso Tempo],39000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,30,Young Person's Guide to the Orchestra: Variation Xi: Trumpets [Vivace],33000
David Bowie,Peter and the Wolf,239d2837-638b-4d8d-9118-b16e73c0f1ed,1994-05-10,31,Young Person's Guide to the Orchestra: Variation Xii: Trombones & Tuba [Allegro Pomposo],69000
