altitude,deltaDistance,deltaPause,deltaTime,latitude,longitude,routenum,type,user
130,0,0,,44.047717,-123.098833,1,StartPoint,Amondstien
130,0.004,0,,44.04769,-123.09881,1,TripPoint,Amondstien
131,0.118,0,,44.04663,-123.09884,1,TripPoint,Amondstien
131,0,0,,44.04663,-123.09884,1,TripPoint,Amondstien
130,0.102,0,,44.04662,-123.09757,1,ManualPoint,Amondstien
130,0,0,,44.04662,-123.09757,1,TripPoint,Amondstien
132,0.315,0,,44.04659,-123.09363,1,TripPoint,Amondstien
136,0.022,0,,44.04667,-123.09338,1,TripPoint,Amondstien
133,0.129,0,,44.04667,-123.09177,1,TripPoint,Amondstien
133,0.169,0,,44.0466,-123.08966,1,TripPoint,Amondstien
134,0.493,0,,44.04659,-123.08349,1,ManualPoint,Amondstien
134,0,0,,44.04659,-123.08349,1,TripPoint,Amondstien
138,0.111,0,,44.04658,-123.0821,1,TripPoint,Amondstien
138,0,0,,44.04658,-123.0821,1,TripPoint,Amondstien
134,0.122,0,,44.04768,-123.08209,1,TripPoint,Amondstien
134,0,0,,44.04768,-123.08209,1,TripPoint,Amondstien
142,0.428,0,,44.04771,-123.07674,1,TripPoint,Amondstien
141,0.079,0,,44.04766,-123.07575,1,TripPoint,Amondstien
141,0,0,,44.04766,-123.07575,1,TripPoint,Amondstien
135,0.209,0,,44.04715,-123.07323,1,ManualPoint,Amondstien
135,0,0,,44.04715,-123.07323,1,TripPoint,Amondstien
142,0.011,0,,44.04712,-123.0731,1,TripPoint,Amondstien
142,0,0,,44.04712,-123.0731,1,TripPoint,Amondstien
135,0.027,0,,44.04735,-123.07301,1,TripPoint,Amondstien
134,0.029,0,,44.04743,-123.07266,1,TripPoint,Amondstien
134,0.007,0,,44.04749,-123.07262,1,TripPoint,Amondstien
132,0.111,0,,44.04849,-123.0726,1,TripPoint,Amondstien
132,0,0,,44.04849,-123.0726,1,TripPoint,Amondstien
134,0.096,0,,44.04852,-123.0714,1,TripPoint,Amondstien
134,0,0,,44.04852,-123.0714,1,TripPoint,Amondstien
131,0.064,0,,44.0491,-123.0714,1,TripPoint,Amondstien
127,0.059,0,,44.04963,-123.07131,1,TripPoint,Amondstien
127,0.029,0,,44.04989,-123.07132,1,TripPoint,Amondstien
127,0.021,0,,44.05007,-123.0714,1,TripPoint,Amondstien
127,0,0,,44.05007,-123.0714,1,TripPoint,Amondstien
127,0.019,0,,44.05006,-123.07164,1,TripPoint,Amondstien
127,0.016,0,,44.05014,-123.07181,1,TripPoint,Amondstien
127,0.026,0,,44.05037,-123.07188,1,TripPoint,Amondstien
134,0.269,0,,44.05267,-123.07083,1,TripPoint,Amondstien
134,0.019,0,,44.05281,-123.0707,1,TripPoint,Amondstien
134,0.008,0,,44.05279,-123.0706,1,TripPoint,Amondstien
136,0.074,0,,44.05313,-123.06981,1,TripPoint,Amondstien
136,0.076,0,,44.05376,-123.06943,1,TripPoint,Amondstien
134,0.074,0,,44.05441,-123.06964,1,TripPoint,Amondstien
131,0.072,0,,44.055,-123.07,1,TripPoint,Amondstien
131,0.027,0,,44.05524,-123.07004,1,TripPoint,Amondstien
131,0,0,,44.05524,-123.07004,1,TripPoint,Amondstien
131,0.005,0,,44.05523,-123.06998,1,ManualPoint,Amondstien
131,0,0,,44.05523,-123.06998,1,TripPoint,Amondstien
132,0.076,0,,44.05529,-123.07093,1,TripPoint,Amondstien
132,0.076,0,,44.05516,-123.07186,1,TripPoint,Amondstien
130,0.237,0,,44.05426,-123.07455,1,TripPoint,Amondstien
130,0.025,0,,44.05429,-123.07486,1,TripPoint,Amondstien
133,0.272,0,,44.05502,-123.07811,1,TripPoint,Amondstien
128,0.136,0,,44.05468,-123.07974,1,TripPoint,Amondstien
128,0.014,0,,44.05471,-123.07991,1,TripPoint,Amondstien
128,0.027,0,,44.05486,-123.08018,1,ManualPoint,Amondstien
131,0.059,0,,44.054958,-123.080907,1,ManualPoint,Amondstien
129,0.12,0,,44.05596,-123.081465,1,ManualPoint,Amondstien
129,0.015,0,,44.056014,-123.081632,1,ManualPoint,Amondstien
129,0.001,0,,44.05601,-123.08164,1,TripPoint,Amondstien
127,0.043,0,,44.05638,-123.0818,1,TripPoint,Amondstien
127,0,0,,44.05638,-123.0818,1,TripPoint,Amondstien
127,0.037,0,,44.05628,-123.08224,1,TripPoint,Amondstien
127,0,0,,44.05628,-123.08224,1,TripPoint,Amondstien
127,0.056,0,,44.0567,-123.08262,1,TripPoint,Amondstien
124,0.022,0,,44.05681,-123.08285,1,TripPoint,Amondstien
124,0,0,,44.05681,-123.08285,1,TripPoint,Amondstien
127,0.017,0,,44.05695,-123.08276,1,TripPoint,Amondstien
127,0.009,0,,44.05703,-123.08277,1,ManualPoint,Amondstien
132,0.02,0,,44.057198,-123.082667,1,ManualPoint,Amondstien
132,0.01,0,,44.05726,-123.08275,1,TripPoint,Amondstien
129,0.014,0,,44.05718,-123.08288,1,ManualPoint,Amondstien
129,0,0,,44.05718,-123.08288,1,TripPoint,Amondstien
132,0.161,0,,44.05653,-123.08468,1,TripPoint,Amondstien
133,0.04,0,,44.05619,-123.08486,1,TripPoint,Amondstien
133,0.019,0,,44.05608,-123.08504,1,TripPoint,Amondstien
133,0.041,0,,44.05571,-123.08498,1,TripPoint,Amondstien
133,0.009,0,,44.05563,-123.08501,1,TripPoint,Amondstien
133,0.026,0,,44.05545,-123.08522,1,TripPoint,Amondstien
131,0.035,0,,44.05535,-123.08564,1,TripPoint,Amondstien
129,0.077,0,,44.05536,-123.0866,1,TripPoint,Amondstien
129,0,0,,44.05536,-123.0866,1,TripPoint,Amondstien
129,0.004,0,,44.0554,-123.0866,1,TripPoint,Amondstien
129,0,0,,44.0554,-123.0866,1,TripPoint,Amondstien
133,0.221,0,,44.05542,-123.08936,1,TripPoint,Amondstien
140,0.024,0,,44.05546,-123.08965,1,TripPoint,Amondstien
140,0,0,,44.05546,-123.08965,1,TripPoint,Amondstien
134,0.019,0,,44.05529,-123.08965,1,ManualPoint,Amondstien
134,0.058,0,,44.054769,-123.089681,1,ManualPoint,Amondstien
132,0.057,0,,44.054669,-123.090378,1,ManualPoint,Amondstien
132,0.013,0,,44.054615,-123.090529,1,ManualPoint,Amondstien
133,0.032,0,,44.05433,-123.090529,1,ManualPoint,Amondstien
133,0.002,0,,44.05431,-123.09053,1,TripPoint,Amondstien
131,0.66,0,,44.05435,-123.09879,1,TripPoint,Amondstien
131,0,0,,44.05435,-123.09879,1,TripPoint,Amondstien
131,0.003,0,,44.05438,-123.09879,1,ManualPoint,Amondstien
131,0,0,,44.05438,-123.09879,1,TripPoint,Amondstien
131,0.495,0,,44.04993,-123.09883,1,TripPoint,Amondstien
133,0.125,0,,44.04881,-123.09879,1,EndPoint,Amondstien
136,0,0,,44.056109,-123.094049,2,StartPoint,gypsydude
140,0.360499,0,,44.055461,-123.089628,2,ManualPoint,gypsydude
131,0.312156069,0,,44.0554,-123.085723,2,ManualPoint,gypsydude
130,0.094169629,0,,44.055554,-123.084564,2,ManualPoint,gypsydude
126,0.136532123,0,,44.056757,-123.084221,2,ManualPoint,gypsydude
124,0.101326156,0,,44.057127,-123.083062,2,ManualPoint,gypsydude
127,0.121247293,0,,44.056047,-123.082848,2,ManualPoint,gypsydude
128,0.106809622,0,,44.055091,-123.082977,2,ManualPoint,gypsydude
128,0.182667935,0,,44.053827,-123.081517,2,ManualPoint,gypsydude
133,0.163938841,0,,44.053426,-123.079543,2,ManualPoint,gypsydude
126,0.220909982,0,,44.0525,-123.077097,2,ManualPoint,gypsydude
131,0.389061525,0,,44.052809,-123.072248,2,ManualPoint,gypsydude
134,0.159542224,0,,44.052192,-123.070445,2,ManualPoint,gypsydude
129,0.222164291,0,,44.050218,-123.070016,2,ManualPoint,gypsydude
127,0.124231326,0,,44.050095,-123.071561,2,ManualPoint,gypsydude
131,0.305614056,0,,44.050526,-123.075338,2,ManualPoint,gypsydude
130,0.110818019,0,,44.050897,-123.076625,2,ManualPoint,gypsydude
127,0.291020557,0,,44.051267,-123.08023,2,ManualPoint,gypsydude
130,0.258843062,0,,44.0525,-123.082977,2,ManualPoint,gypsydude
129,0.298115078,0,,44.054968,-123.084436,2,ManualPoint,gypsydude
134,0.418622442,0,,44.054844,-123.089671,2,ManualPoint,gypsydude
136,0.373165991,0,,44.055831,-123.094135,2,ManualPoint,gypsydude
129,0.371962333,0,,44.05614,-123.098769,2,EndPoint,gypsydude
130,0,0,,44.063024,-123.103509,3,StartPoint,thesamwise
126,0.028717958,0,,44.063271,-123.103614,3,ManualPoint,thesamwise
127,0.061759719,0,,44.063826,-123.103584,3,ManualPoint,thesamwise
130,0.044353802,0,,44.063772,-123.103033,3,ManualPoint,thesamwise
130,0.092554299,0,,44.063387,-123.102007,3,ManualPoint,thesamwise
131,0.051567131,0,,44.063371,-123.101362,3,ManualPoint,thesamwise
129,0.069738641,0,,44.063109,-123.100569,3,ManualPoint,thesamwise
128,0.033933145,0,,44.062893,-123.100269,3,ManualPoint,thesamwise
128,0.021043334,0,,44.062855,-123.100011,3,ManualPoint,thesamwise
128,0.055698892,0,,44.0626,-123.099411,3,ManualPoint,thesamwise
128,0.031733759,0,,44.062608,-123.099014,3,ManualPoint,thesamwise
128,0.115493596,0,,44.062084,-123.097765,3,ManualPoint,thesamwise
129,0.0736333,0,,44.061945,-123.096864,3,ManualPoint,thesamwise
129,0.04451097,0,,44.061729,-123.096396,3,ManualPoint,thesamwise
131,0.093981732,0,,44.061351,-123.095344,3,ManualPoint,thesamwise
136,0.031816475,0,,44.06122,-123.09499,3,ManualPoint,thesamwise
136,0.038589442,0,,44.061004,-123.094611,3,ManualPoint,thesamwise
137,0.021242017,0,,44.06095,-123.094357,3,ManualPoint,thesamwise
137,0.02422369,0,,44.060804,-123.094132,3,ManualPoint,thesamwise
134,0.064504829,0,,44.060819,-123.093325,3,ManualPoint,thesamwise
134,0.053730385,0,,44.060673,-123.092684,3,ManualPoint,thesamwise
145,0.072525136,0,,44.060357,-123.09189,3,ManualPoint,thesamwise
139,0.124231413,0,,44.059848,-123.090506,3,ManualPoint,thesamwise
139,0.02502128,0,,44.059655,-123.090345,3,ManualPoint,thesamwise
154,0.033374444,0,,44.059439,-123.090055,3,ManualPoint,thesamwise
154,0.023577296,0,,44.05937,-123.089776,3,ManualPoint,thesamwise
154,0.021892175,0,,44.05947,-123.08954,3,ManualPoint,thesamwise
140,0.024029968,0,,44.059485,-123.08924,3,ManualPoint,thesamwise
136,0.054741999,0,,44.059223,-123.08866,3,ManualPoint,thesamwise
133,0.071751009,0,,44.059015,-123.087809,3,ManualPoint,thesamwise
133,0.03645405,0,,44.058838,-123.087426,3,ManualPoint,thesamwise
138,0.03494362,0,,44.058753,-123.087004,3,ManualPoint,thesamwise
138,0.054817562,0,,44.058344,-123.086622,3,ManualPoint,thesamwise
138,0.032160797,0,,44.058152,-123.086321,3,ManualPoint,thesamwise
137,0.03277085,0,,44.057982,-123.085985,3,ManualPoint,thesamwise
135,0.018060364,0,,44.057905,-123.085786,3,ManualPoint,thesamwise
135,0.031089373,0,,44.05787,-123.0854,3,ManualPoint,thesamwise
135,0.015347446,0,,44.057797,-123.085238,3,ManualPoint,thesamwise
135,0.01986351,0,,44.057666,-123.085068,3,ManualPoint,thesamwise
135,0.041965721,0,,44.057404,-123.084691,3,ManualPoint,thesamwise
131,0.03238542,0,,44.05723,-123.084365,3,ManualPoint,thesamwise
131,0.003676521,0,,44.057199,-123.084349,3,ManualPoint,thesamwise
131,0.008946923,0,,44.057184,-123.08424,3,ManualPoint,thesamwise
126,0.008280781,0,,44.057118,-123.084192,3,ManualPoint,thesamwise
126,0.037272236,0,,44.056783,-123.084176,3,ManualPoint,thesamwise
130,0.071404939,0,,44.056159,-123.084386,3,ManualPoint,thesamwise
130,0.020612807,0,,44.055977,-123.084435,3,ManualPoint,thesamwise
130,0.014637383,0,,44.055846,-123.084454,3,ManualPoint,thesamwise
130,0.039402244,0,,44.055492,-123.084476,3,ManualPoint,thesamwise
129,0.072988682,0,,44.054836,-123.084444,3,ManualPoint,thesamwise
127,0.037141625,0,,44.054512,-123.084331,3,ManualPoint,thesamwise
127,0.024790253,0,,44.0543,-123.084235,3,ManualPoint,thesamwise
127,0.061702196,0,,44.053795,-123.083914,3,ManualPoint,thesamwise
130,0.044965915,0,,44.053441,-123.083643,3,ManualPoint,thesamwise
130,0.086360024,0,,44.052731,-123.083205,3,ManualPoint,thesamwise
130,0.031499641,0,,44.052484,-123.083012,3,ManualPoint,thesamwise
132,0.101322869,0,,44.051922,-123.082014,3,ManualPoint,thesamwise
130,0.092022951,0,,44.051443,-123.081075,3,ManualPoint,thesamwise
128,0.156285693,0,,44.050973,-123.079231,3,ManualPoint,thesamwise
129,0.060316407,0,,44.050815,-123.07851,3,ManualPoint,thesamwise
129,0.041001925,0,,44.050931,-123.078023,3,ManualPoint,thesamwise
132,0.034594699,0,,44.050796,-123.077632,3,ManualPoint,thesamwise
132,0.026151453,0,,44.050561,-123.07762,3,ManualPoint,thesamwise
132,0.01086144,0,,44.050464,-123.077604,3,ManualPoint,thesamwise
131,0.012501164,0,,44.050406,-123.07747,3,ManualPoint,thesamwise
131,0.009870198,0,,44.050414,-123.077347,3,ManualPoint,thesamwise
132,0.009118756,0,,44.050456,-123.077249,3,ManualPoint,thesamwise
130,0.05859909,0,,44.050908,-123.076871,3,ManualPoint,thesamwise
130,0.013254223,0,,44.050954,-123.076719,3,ManualPoint,thesamwise
130,0.041797225,0,,44.050954,-123.076195,3,ManualPoint,thesamwise
130,0.014738476,0,,44.050892,-123.076033,3,ManualPoint,thesamwise
130,0.046409519,0,,44.050595,-123.075625,3,ManualPoint,thesamwise
133,0.027025477,0,,44.050429,-123.075378,3,ManualPoint,thesamwise
133,0.017541974,0,,44.050364,-123.075178,3,ManualPoint,thesamwise
132,0.056578546,0,,44.050279,-123.07448,3,ManualPoint,thesamwise
132,0.02300585,0,,44.050183,-123.074225,3,ManualPoint,thesamwise
132,0.035973133,0,,44.049928,-123.073947,3,ManualPoint,thesamwise
130,0.042003429,0,,44.049678,-123.073554,3,ManualPoint,thesamwise
130,0.028731447,0,,44.049616,-123.073205,3,ManualPoint,thesamwise
131,0.074976858,0,,44.049604,-123.072267,3,ManualPoint,thesamwise
129,0.019186988,0,,44.049651,-123.072036,3,ManualPoint,thesamwise
127,0.064690707,0,,44.049971,-123.07136,3,ManualPoint,thesamwise
128,0.019995039,0,,44.049978,-123.071109,3,ManualPoint,thesamwise
128,0.011570016,0,,44.050067,-123.071035,3,ManualPoint,thesamwise
128,0.036203492,0,,44.050067,-123.070582,3,ManualPoint,thesamwise
129,0.035751079,0,,44.050009,-123.070142,3,ManualPoint,thesamwise
129,0.025330701,0,,44.049897,-123.069865,3,ManualPoint,thesamwise
129,0.023504795,0,,44.049724,-123.069697,3,ManualPoint,thesamwise
130,0.015019519,0,,44.049597,-123.069633,3,ManualPoint,thesamwise
130,0.018492238,0,,44.049431,-123.069618,3,ManualPoint,thesamwise
130,0.05273311,0,,44.048957,-123.06964,3,ManualPoint,thesamwise
133,0.022073296,0,,44.04876,-123.069606,3,ManualPoint,thesamwise
133,0.007114767,0,,44.048698,-123.069584,3,ManualPoint,thesamwise
130,0.199777884,0,,44.048656,-123.067085,3,ManualPoint,thesamwise
131,0.056905647,0,,44.048475,-123.066419,3,ManualPoint,thesamwise
131,0.013275941,0,,44.048436,-123.066262,3,ManualPoint,thesamwise
131,0.025191016,0,,44.048444,-123.065947,3,ManualPoint,thesamwise
131,0.018776407,0,,44.048359,-123.065744,3,ManualPoint,thesamwise
131,0.023283476,0,,44.048166,-123.065631,3,ManualPoint,thesamwise
135,0.142658928,0,,44.046921,-123.066061,3,ManualPoint,thesamwise
135,0.0037332,0,,44.04693,-123.066016,3,ManualPoint,thesamwise
132,0.089661664,0,,44.047713,-123.065748,3,ManualPoint,thesamwise
132,0.017900762,0,,44.047767,-123.06596,3,ManualPoint,thesamwise
133,0.064339162,0,,44.047763,-123.066765,3,ManualPoint,thesamwise
133,0.06871053,0,,44.047724,-123.067623,3,ManualPoint,thesamwise
134,0.057987332,0,,44.04769,-123.068347,3,ManualPoint,thesamwise
134,0.024351961,0,,44.047724,-123.068648,3,ManualPoint,thesamwise
134,0.077824005,0,,44.04737,-123.069487,3,ManualPoint,thesamwise
133,0.016863763,0,,44.04737,-123.069699,3,ManualPoint,thesamwise
133,0.018478624,0,,44.047377,-123.06993,3,ManualPoint,thesamwise
133,0.02940769,0,,44.047501,-123.070254,3,ManualPoint,thesamwise
135,0.044381978,0,,44.047613,-123.070788,3,ManualPoint,thesamwise
135,0.0510115,0,,44.047682,-123.071418,3,ManualPoint,thesamwise
131,0.137708402,0,,44.04892,-123.071373,3,ManualPoint,thesamwise
131,0.018835399,0,,44.049089,-123.071389,3,ManualPoint,thesamwise
131,0.058911077,0,,44.049614,-123.071289,3,ManualPoint,thesamwise
127,0.029164734,0,,44.049876,-123.071306,3,ManualPoint,thesamwise
127,0.015336826,0,,44.049988,-123.071418,3,ManualPoint,thesamwise
129,0.06021385,0,,44.049691,-123.072049,3,ManualPoint,thesamwise
129,0.01905106,0,,44.049641,-123.072276,3,ManualPoint,thesamwise
130,0.073770247,0,,44.049648,-123.073199,3,ManualPoint,thesamwise
130,0.026257609,0,,44.049722,-123.073512,3,ManualPoint,thesamwise
132,0.040142665,0,,44.049953,-123.073897,3,ManualPoint,thesamwise
132,0.036033946,0,,44.050207,-123.074178,3,ManualPoint,thesamwise
132,0.025901448,0,,44.050311,-123.074468,3,ManualPoint,thesamwise
133,0.056576742,0,,44.050404,-123.075163,3,ManualPoint,thesamwise
131,0.015546475,0,,44.050462,-123.07534,3,ManualPoint,thesamwise
130,0.023718202,0,,44.050612,-123.075552,3,ManualPoint,thesamwise
130,0.046892213,0,,44.050905,-123.075973,3,ManualPoint,thesamwise
130,0.020533662,0,,44.051005,-123.07619,3,ManualPoint,thesamwise
130,0.042054738,0,,44.050994,-123.076716,3,ManualPoint,thesamwise
130,0.017384055,0,,44.050936,-123.076917,3,ManualPoint,thesamwise
132,0.056621743,0,,44.050497,-123.077276,3,ManualPoint,thesamwise
132,0.011655539,0,,44.050443,-123.077402,3,ManualPoint,thesamwise
132,0.014545297,0,,44.050504,-123.077563,3,ManualPoint,thesamwise
132,0.031801749,0,,44.05079,-123.077563,3,ManualPoint,thesamwise
129,0.034299398,0,,44.050932,-123.077944,3,ManualPoint,thesamwise
129,0.041491513,0,,44.050855,-123.078451,3,ManualPoint,thesamwise
128,0.058705539,0,,44.050982,-123.079164,3,ManualPoint,thesamwise
130,0.155951681,0,,44.051445,-123.081007,3,ManualPoint,thesamwise
132,0.079368307,0,,44.051858,-123.081817,3,ManualPoint,thesamwise
130,0.112313168,0,,44.052424,-123.082981,3,ManualPoint,thesamwise
130,0.039624763,0,,44.052721,-123.083255,3,ManualPoint,thesamwise
130,0.086588272,0,,44.053431,-123.0837,3,ManualPoint,thesamwise
130,0.044460665,0,,44.053781,-123.083969,3,ManualPoint,thesamwise
127,0.060719613,0,,44.054306,-123.084178,3,ManualPoint,thesamwise
129,0.056858216,0,,44.054795,-123.084386,3,ManualPoint,thesamwise
129,0.070474159,0,,44.055428,-123.08443,3,ManualPoint,thesamwise
130,0.054044041,0,,44.055913,-123.084386,3,ManualPoint,thesamwise
130,0.033348545,0,,44.05621,-123.084328,3,ManualPoint,thesamwise
126,0.060917303,0,,44.056742,-123.084146,3,ManualPoint,thesamwise
126,0.037371834,0,,44.057078,-123.084135,3,ManualPoint,thesamwise
131,0.014204649,0,,44.057201,-123.084183,3,ManualPoint,thesamwise
131,0.010422927,0,,44.057236,-123.084303,3,ManualPoint,thesamwise
135,0.04333667,0,,44.057479,-123.084727,3,ManualPoint,thesamwise
135,0.032556203,0,,44.057691,-123.085009,3,ManualPoint,thesamwise
135,0.015773334,0,,44.057791,-123.085149,3,ManualPoint,thesamwise
135,0.017977572,0,,44.057883,-123.085333,3,ManualPoint,thesamwise
135,0.031672221,0,,44.057914,-123.085728,3,ManualPoint,thesamwise
137,0.018843232,0,,44.057999,-123.085932,3,ManualPoint,thesamwise
138,0.029721158,0,,44.058157,-123.086232,3,ManualPoint,thesamwise
138,0.031111894,0,,44.05833,-123.086538,3,ManualPoint,thesamwise
138,0.052118892,0,,44.058716,-123.086908,3,ManualPoint,thesamwise
133,0.037725864,0,,44.058839,-123.087348,3,ManualPoint,thesamwise
133,0.036890714,0,,44.059021,-123.087734,3,ManualPoint,thesamwise
136,0.071448509,0,,44.059229,-123.088579,3,ManualPoint,thesamwise
140,0.055080661,0,,44.059491,-123.089164,3,ManualPoint,thesamwise
140,0.023763784,0,,44.059502,-123.089462,3,ManualPoint,thesamwise
154,0.024044619,0,,44.059421,-123.089741,3,ManualPoint,thesamwise
154,0.019490153,0,,44.059448,-123.089982,3,ManualPoint,thesamwise
154,0.030015343,0,,44.059587,-123.090304,3,ManualPoint,thesamwise
139,0.027747598,0,,44.059792,-123.090502,3,ManualPoint,thesamwise
139,0.013400033,0,,44.059869,-123.090631,3,ManualPoint,thesamwise
145,0.10661227,0,,44.060304,-123.091819,3,ManualPoint,thesamwise
134,0.073435039,0,,44.060616,-123.092629,3,ManualPoint,thesamwise
134,0.053467573,0,,44.060782,-123.093257,3,ManualPoint,thesamwise
137,0.061688222,0,,44.060786,-123.094029,3,ManualPoint,thesamwise
137,0.022470423,0,,44.060863,-123.09429,3,ManualPoint,thesamwise
137,0.022210805,0,,44.060956,-123.094536,3,ManualPoint,thesamwise
136,0.041831001,0,,44.061214,-123.094917,3,ManualPoint,thesamwise
131,0.03111589,0,,44.061341,-123.095263,3,ManualPoint,thesamwise
129,0.094870786,0,,44.061742,-123.096312,3,ManualPoint,thesamwise
129,0.016000047,0,,44.061758,-123.096511,3,ManualPoint,thesamwise
129,0.028224553,0,,44.061892,-123.096811,3,ManualPoint,thesamwise
128,0.069080502,0,,44.062039,-123.09765,3,ManualPoint,thesamwise
128,0.017528468,0,,44.062135,-123.097825,3,ManualPoint,thesamwise
128,0.104724526,0,,44.062617,-123.098951,3,ManualPoint,thesamwise
128,0.035042471,0,,44.062633,-123.099388,3,ManualPoint,thesamwise
128,0.046232187,0,,44.062841,-123.09989,3,ManualPoint,thesamwise
128,0.026465513,0,,44.06291,-123.100207,3,ManualPoint,thesamwise
129,0.019788639,0,,44.062976,-123.100437,3,ManualPoint,thesamwise
129,0.022099658,0,,44.063107,-123.100644,3,ManualPoint,thesamwise
131,0.056496627,0,,44.063323,-123.101285,3,ManualPoint,thesamwise
131,0.026521587,0,,44.063396,-123.101601,3,ManualPoint,thesamwise
131,0.024587964,0,,44.063176,-123.101632,3,ManualPoint,thesamwise
131,0.012591565,0,,44.06313,-123.101775,3,ManualPoint,thesamwise
130,0.092717384,0,,44.063488,-123.102824,3,ManualPoint,thesamwise
130,0.013771782,0,,44.063496,-123.102996,3,ManualPoint,thesamwise
130,0.013469727,0,,44.063438,-123.103143,3,ManualPoint,thesamwise
130,0.009482395,0,,44.06338,-123.103231,3,ManualPoint,thesamwise
130,0.022307725,0,,44.063195,-123.103339,3,ManualPoint,thesamwise
130,0.019122442,0,,44.063053,-123.103474,3,ManualPoint,thesamwise
130,0.005634881,0,,44.063018,-123.103524,3,ManualPoint,thesamwise
130,0.00516527,0,,44.062972,-123.103516,3,ManualPoint,thesamwise
127,0.007528242,0,,44.062906,-123.103495,3,EndPoint,thesamwise
145,0,0,,44.037719,-123.077688,4,StartPoint,1020503968
145,1.741339168,0,,44.03772,-123.07771,4,ManualPoint,1020503968
145,12.23144193,0,,44.03783,-123.07771,4,ManualPoint,1020503968
147,121.2051059,0,,44.03892,-123.07772,4,ManualPoint,1020503968
149,121.2051059,0,,44.04001,-123.07773,4,ManualPoint,1020503968
149,0,0,,44.04001,-123.07773,4,ManualPoint,1020503968
149,12.23144193,0,,44.04012,-123.07773,4,ManualPoint,1020503968
149,5.61691236,0,,44.04017,-123.07772,4,ManualPoint,1020503968
149,4.519051112,0,,44.04021,-123.07771,4,ManualPoint,1020503968
149,2.363186038,0,,44.04023,-123.0777,4,ManualPoint,1020503968
149,3.699131337,0,,44.04026,-123.07768,4,ManualPoint,1020503968
149,4.726371529,0,,44.0403,-123.07766,4,ManualPoint,1020503968
149,6.847175464,0,,44.04035,-123.07761,4,ManualPoint,1020503968
149,4.108304333,0,,44.04038,-123.07758,4,ManualPoint,1020503968
149,3.699129588,0,,44.04041,-123.07756,4,ManualPoint,1020503968
154,4.72637016,0,,44.04045,-123.07754,4,ManualPoint,1020503968
154,3.699128772,0,,44.04048,-123.07752,4,ManualPoint,1020503968
154,2.738867586,0,,44.0405,-123.0775,4,ManualPoint,1020503968
154,4.519050325,0,,44.04054,-123.07749,4,ManualPoint,1020503968
154,4.519050229,0,,44.04058,-123.07748,4,ManualPoint,1020503968
154,4.726368608,0,,44.04062,-123.07746,4,ManualPoint,1020503968
154,6.719407448,0,,44.04068,-123.07745,4,ManualPoint,1020503968
154,5.559746332,0,,44.04073,-123.07745,4,ManualPoint,1020503968
154,6.671695598,0,,44.04079,-123.07745,4,ManualPoint,1020503968
154,5.559746332,0,,44.04084,-123.07745,4,ManualPoint,1020503968
154,6.719407095,0,,44.0409,-123.07746,4,ManualPoint,1020503968
154,7.824578936,0,,44.04097,-123.07747,4,ManualPoint,1020503968
154,6.719406887,0,,44.04103,-123.07748,4,ManualPoint,1020503968
154,7.783644864,0,,44.0411,-123.07748,4,ManualPoint,1020503968
154,8.895594132,0,,44.04118,-123.07748,4,ManualPoint,1020503968
154,6.671695598,0,,44.04124,-123.07748,4,ManualPoint,1020503968
152,9.038097022,0,,44.04132,-123.07746,4,ManualPoint,1020503968
152,11.37511345,0,,44.04142,-123.07743,4,ManualPoint,1020503968
152,7.946113208,0,,44.04149,-123.07741,4,ManualPoint,1020503968
152,7.824578123,0,,44.04156,-123.0774,4,ManualPoint,1020503968
152,4.519047795,0,,44.0416,-123.07739,4,ManualPoint,1020503968
152,3.3358478,0,,44.04163,-123.07739,4,ManualPoint,1020503968
152,6.671695598,0,,44.04169,-123.07739,4,ManualPoint,1020503968
152,12.23144193,0,,44.0418,-123.07739,4,ManualPoint,1020503968
152,15.56728973,0,,44.04194,-123.07739,4,ManualPoint,1020503968
152,6.671695598,0,,44.042,-123.07739,4,ManualPoint,1020503968
152,2.36317787,0,,44.04202,-123.07738,4,ManualPoint,1020503968
152,3.270425881,0,,44.04204,-123.07735,4,ManualPoint,1020503968
152,1.369421549,0,,44.04205,-123.07734,4,ManualPoint,1020503968
152,1.598604513,0,,44.04205,-123.07732,4,ManualPoint,1020503968
152,1.947297392,0,,44.04206,-123.0773,4,ManualPoint,1020503968
152,1.598604243,0,,44.04206,-123.07728,4,ManualPoint,1020503968
152,0.799302122,0,,44.04206,-123.07727,4,ManualPoint,1020503968
152,0.799302122,0,,44.04206,-123.07726,4,ManualPoint,1020503968
152,0,0,,44.04206,-123.07726,4,ManualPoint,1020503968
152,1.111949266,0,,44.04207,-123.07726,4,ManualPoint,1020503968
149,12.23144193,0,,44.04218,-123.07726,4,ManualPoint,1020503968
149,11.11949266,0,,44.04228,-123.07726,4,ManualPoint,1020503968
149,11.11949266,0,,44.04238,-123.07726,4,ManualPoint,1020503968
149,14.45534046,0,,44.04251,-123.07726,4,ManualPoint,1020503968
149,12.23144193,0,,44.04262,-123.07726,4,ManualPoint,1020503968
149,8.895594131,0,,44.0427,-123.07726,4,ManualPoint,1020503968
149,15.56728973,0,,44.04284,-123.07726,4,ManualPoint,1020503968
149,4.447797066,0,,44.04288,-123.07726,4,ManualPoint,1020503968
149,1.369414934,0,,44.04289,-123.07725,4,ManualPoint,1020503968
